LOCAL ID,COUNTY,MUNICIPALITY,ON,FROM,TO,APPROACH,AT,DIRECTION,AADT YEAR,AADT,AADT CARS,AADT TRUCKS,LOCATION
530345,ERIE,WEST SENECA,NYS THRUWAY,RIDGE RD (M55),RT 400 EXPWY (M54),BETWEEN,,2-WAY,01/01/2011 12:00:00 AM,100557,,,"(42.84066758, -78.79291534)"
534215,ERIE,BUFFALO,DELAVAN AVE (WEST),RICHMOND AV,ELMWOOD AV,BETWEEN,,2-WAY,01/01/1979 12:00:00 AM,10000,,,"(42.92218757, -78.88013929)"
530492,ERIE,AMHERST,MAIN ST,N FOREST RD,UNION RD,BETWEEN,,2-WAY,01/01/1983 12:00:00 AM,27000,,,"(42.96073417, -78.75753969)"
530076,ERIE,AURORA,BUFFALO ST(16/78),BOWEN RD,ELMA/AURORA TN LN,BETWEEN,,2-WAY,01/01/2008 12:00:00 AM,6400,,,"(42.78021244, -78.64459992)"
534105,ERIE,TONAWANDA,BRIGHTON RD,EGGERT RD,PARKER BLVD,BETWEEN,,2-WAY,01/01/1995 12:00:00 AM,17600,,,"(42.99105246, -78.8383922)"
530414,ERIE,AMHERST,CAMPBELL BLVD,DODGE RD,N FRENCH RD,BETWEEN,,2-WAY,01/01/2001 12:00:00 AM,5700,,,"(43.03029617, -78.76781926)"
542038,NIAGARA,HARTLAND/SOMERSET,HARTLAND/SOMERSET TOWN LINE RD,NEWFANE TN LN,CHECKERED TAVERN RD,BETWEEN,,2-WAY,01/01/2003 12:00:00 AM,800,,,"(43.306245, -78.627496)"
544017,NIAGARA,NIAGARA FALLS,72ND ST,FRONTIER AVE,RT 62 NF BLVD,BETWEEN,,2-WAY,01/01/2005 12:00:00 AM,2600,,,"(43.08646537, -78.98176432)"
530421,ERIE,WEST SENECA,HARLEM RD,MINERAL SPRINGS RD,RT 354 CLINTON ST,BETWEEN,,2-WAY,01/01/2001 12:00:00 AM,42100,,,"(42.86886002, -78.7871486)"
533130,ERIE,GRAND ISLAND,I-190 @ WEST RIVER PKWY / LONG RD,,,,I-190 NB (OFF) TO NY 324 GRAND ISLAND BLVD,RAMP,01/01/2014 12:00:00 AM,825,,,"(43.046296, -78.988923)"
544028,NIAGARA,LOCKPORT,BEATTIE AVE,LOCKPORT CITY LN,LINCOLN AV,BETWEEN,,2-WAY,01/01/1990 12:00:00 AM,8800,,,"(43.151094, -78.68004)"
541010,NIAGARA,NORTH TONAWANDA,OLD FALLS BLVD,LOUISA AV,LOCKPORT AV,BETWEEN,,2-WAY,01/01/1990 12:00:00 AM,4400,,,"(43.050521, -78.832569)"
535322,ERIE,BUFFALO,EAST ST,PARISH ST,HERTEL AVE,BETWEEN,,2-WAY,01/01/2014 12:00:00 AM,499,,,"(42.936915, -78.901416)"
534586,ERIE,"WEST SENECA, ORCHARD PARK",MICHAEL RD,RT 240 ORCHARD PARK RD,RT 277 UNION RD,BETWEEN,,2-WAY,01/01/1990 12:00:00 AM,5900,,,"(42.80391434, -78.75323206)"
530342,ERIE,EVANS,NYS THRUWAY,EDEN/ANGOLA (M57A),RT 75 CAMP RD (M57),BETWEEN,,2-WAY,01/01/1988 12:00:00 AM,19900,,,"(42.71221, -78.905525)"
534464,ERIE,WEST SENECA,IND CHURCH RD,WEST ST,RT 277 UNION RD,BETWEEN,,2-WAY,01/01/1992 12:00:00 AM,10800,,,"(42.8535935, -78.75976592)"
534599,ERIE,BUFFALO,MICHIGAN AVE,HIGH ST,NORTH ST,BETWEEN,,2-WAY,01/01/2012 12:00:00 AM,5295,5044,250,"(42.901597, -78.86259)"
536335,ERIE,AMHERST,SWEET HOME RD,N ELLICOTT CREEK RD,COMMERCE DR,BETWEEN,,2-WAY,01/01/1980 12:00:00 AM,6600,,,"(43.023754, -78.798899)"
534095,ERIE,ELMA,BOWEN RD,JAMISON RD,RICE RD,BETWEEN,,2-WAY,01/01/2013 12:00:00 AM,5710,5526,183,"(42.81399138, -78.63666879)"
536025,ERIE,BOSTON,BOSTON STATE RD,OMPHALIUS RD,ZIMMERMAN RD,BETWEEN,,2-WAY,01/01/1993 12:00:00 AM,8600,,,"(42.67950925, -78.75984907)"
536145,ERIE,AMHERST,YOUNGS RD,KLEIN RD,CASEY RD,BETWEEN,,2-WAY,01/01/2014 12:00:00 AM,5546,,,"(43.01336339, -78.72514129)"
535274,ERIE,HAMBURG,LONG AVE,HILLVIEW PL,CENTER ST,BETWEEN,,2-WAY,01/01/2014 12:00:00 AM,2151,,,"(42.714559, -78.833722)"
530022EB,ERIE,BUFFALO,RT 5 EB EXIT RAMP,,,,RT 5 EB EXIT TO CHURCH ST,RAMP,01/01/2012 12:00:00 AM,7024,,,"(42.88338183, -78.87907326)"
532217,ERIE,BUFFALO,HIGHGATE AVE,MAIN ST,BAILEY AVE,BETWEEN,,2-WAY,01/01/2012 12:00:00 AM,1080,1054,25,"(42.948239, -78.819134)"
534348,ERIE,BUFFALO,FRANKLIN ST,W EAGLE ST,W HURON ST,BETWEEN,,2-WAY,01/01/2006 12:00:00 AM,6700,,,"(42.8865617, -78.87647152)"
539372,ERIE,COLLINS,BAGDAD RD,CONGER RD,ROUTE 39,BETWEEN,,2-WAY,01/01/2012 12:00:00 AM,2259,,,"(42.49586, -78.91408)"
534847,ERIE,BUFFALO,UTICA ST (EAST),WOHLERS AV,HUMBOLDT PKWY SB,BETWEEN,,2-WAY,01/01/2007 12:00:00 AM,4700,,,"(42.911026, -78.845819)"
540051,NIAGARA,NEWFANE,LAKE RD,RT 78 LOCKPORT-OLCOTT RD,HESS RD,BETWEEN,,2-WAY,01/01/1984 12:00:00 AM,2150,,,"(43.34163408, -78.68608564)"
540620,NIAGARA,NIAGARA FALLS,PORTER RD,RT 61 HYDE PARK BLVD,NIAGARA FALLS E CITY LN,BETWEEN,,2-WAY,01/01/1987 12:00:00 AM,9700,,,"(43.107038, -79.01832283)"
530430,ERIE,GRAND ISLAND,GRAND IS BLVD,WHITEHAVEN RD,I-190 START OLAP INT 18A,BETWEEN,,2-WAY,01/01/2001 12:00:00 AM,10700,,,"(43.01416945, -78.95564228)"
540912,NIAGARA,NIAGARA FALLS,ROBT MOSES PKWY,LASALLE EXPWY,I-190,BETWEEN,,2-WAY,01/01/1984 12:00:00 AM,5750,,,"(43.07430344, -78.98941934)"
546121,NIAGARA,NIAGARA FALLS,ACC GOAT ISLAND,GOAT ISLAND,BUFFALO AVE,BETWEEN,,2-WAY,01/01/2010 12:00:00 AM,3165,,,"(43.08262792, -79.06321254)"
530093,ERIE,BRANT,ERIE RD,ERIE CO LN,END RT 20 OLAP,BETWEEN,,2-WAY,01/01/1993 12:00:00 AM,13300,,,"(42.56880609, -79.10325766)"
544234,NIAGARA,PENDLETON/WHEATFIELD,PENDLETON/WHEATFIELD TOWN LINE RD,MAPLETON RD,LOCKPORT RD,BETWEEN,,2-WAY,01/01/1993 12:00:00 AM,1000,,,"(43.1303922, -78.82495165)"
546043,NIAGARA,HARTLAND,CARMEN RD,SEAMAN RD,ROSE RD,BETWEEN,,2-WAY,01/01/2006 12:00:00 AM,700,,,"(43.28711691, -78.48903823)"
530010,ERIE,BUFFALO,CLINTON ST,RT 62 BAILEY AV,I-190,BETWEEN,,2-WAY,01/01/2008 12:00:00 AM,17000,,,"(42.87202492, -78.81864309)"
541110,NIAGARA,NIAGARA FALLS,ONTARIO AVE,WHIRLPOOL ST,RT 104 MAIN ST,BETWEEN,,2-WAY,01/01/1988 12:00:00 AM,4650,,,"(43.10866722, -79.05484915)"
530951SB,ERIE,BUFFALO,OAK ST,KENSINGTON EXPWY,GOODELL ST,BETWEEN,,1-WAY,01/01/2011 12:00:00 AM,2612,,,"(42.8937227, -78.86799574)"
534235,ERIE,AMHERST,DODGE RD,HOPKINS RD,NEW RD,BETWEEN,,2-WAY,01/01/2002 12:00:00 AM,11000,,,"(43.02583253, -78.73548389)"
534100,ERIE,LANCASTER,BOWEN RD,LANCASTER/ELMA TN LN (HALL RD),WILLIAM ST,BETWEEN,,2-WAY,01/01/2007 12:00:00 AM,6600,,,"(42.87785105, -78.64057928)"
545070,NIAGARA,NIAGARA FALLS,NORTH AVE,HYDE PARK BLVD,29TH ST,BETWEEN,,2-WAY,01/01/2015 12:00:00 AM,617,,,"(43.109374, -79.02905)"
544087,NIAGARA,LOCKPORT,HINMAN RD,BEAR RIDGE RD,RT 93 LOCKPORT BYPASS,BETWEEN,,2-WAY,01/01/2003 12:00:00 AM,6200,,,"(43.152393, -78.713592)"
534604,ERIE,ORCHARD PARK,MILESTRIP RD,RT 20 SOUTHWESTERN BLVD,RT 240/277 N BUFFALO RD,BETWEEN,,2-WAY,01/01/2009 12:00:00 AM,9335,9066,268,"(42.78906284, -78.7556541)"
544171,NIAGARA,NIAGARA FALLS,PACKARD RD,39TH ST,RT 62 (SB) FERRY AV,BETWEEN,,2-WAY,01/01/1976 12:00:00 AM,7700,,,"(43.09090404, -79.01628971)"
530197,ERIE,CHEEKTOWAGA/LANCASTER,TRANSIT RD,RT 354 CLINTON ST,LOSSON RD,BETWEEN,,2-WAY,01/01/1991 12:00:00 AM,19400,,,"(42.87376063, -78.69693786)"
540931,NIAGARA,WHEATFIELD,WILLIAMS RD,CAYUGA DR EXT,RT 62 NF BLVD,BETWEEN,,2-WAY,01/01/2003 12:00:00 AM,7500,,,"(43.095614, -78.940891)"
534637,ERIE,BUFFALO,NIAGARA ST,NIAGARA SQUARE,ELMWOOD AV,BETWEEN,,2-WAY,01/01/2005 12:00:00 AM,8800,,,"(42.88737138, -78.87903035)"
536373,ERIE,BUFFALO,S OGDEN ST,GRISWOLD ST,DINGENS ST,BETWEEN,,2-WAY,01/01/1978 12:00:00 AM,9200,,,"(42.87568106, -78.80155206)"
534192,ERIE,BUFFALO,CONNECTICUT ST,PROSPECT AV,RICHMOND AV,BETWEEN,,2-WAY,01/01/2006 12:00:00 AM,3500,,,"(42.90600686, -78.88739348)"
534543,ERIE,BUFFALO,LOWER TERRACE,PEARL ST,CHURCH ST,BETWEEN,,1-WAY,01/01/2013 12:00:00 AM,4868,4691,176,"(42.88225566, -78.87907863)"
536004,ERIE,BUFFALO,HIGH ST,JEFFERSON AV,GENESEE ST,BETWEEN,,2-WAY,01/01/2011 12:00:00 AM,2925,,,"(42.9001775, -78.85073975)"
540138,NIAGARA,LOCKPORT,WASHBURN ST,WALNUT ST,MAIN ST,BETWEEN,,2-WAY,01/01/1990 12:00:00 AM,8700,,,"(43.17105795, -78.68613392)"
534388,ERIE,ELMA,GIRDLE RD,RICE RD,BULLIS RD,BETWEEN,,2-WAY,01/01/1997 12:00:00 AM,3000,,,"(42.83247761, -78.60601902)"
534727,ERIE,BUFFALO,RICHMOND AVE,W FERRY ST,W DELAVAN AV,BETWEEN,,2-WAY,01/01/1999 12:00:00 AM,9500,,,"(42.91819096, -78.88189101)"
534318,ERIE,BUFFALO,FERRY ST (EAST),GRIDER ST,RT 62 BAILEY AV,BETWEEN,,2-WAY,01/01/1983 12:00:00 AM,10500,,,"(42.914596, -78.820918)"
540043,NIAGARA,LEWISTON,RIDGE RD,ROBERT MOSES PKWY,RT 18 CREEK RD,BETWEEN,,2-WAY,01/01/1988 12:00:00 AM,5950,,,"(43.17319673, -79.02244878)"
534659,ERIE,BUFFALO,NOTTINGHAM TERR,RT 384 DELAWARE AV,AMHERST ST,BETWEEN,,2-WAY,01/01/1994 12:00:00 AM,9200,,,"(42.93846205, -78.86167646)"
534253,ERIE,WEST SENECA,EAST WEST RD,RT 277 UNION RD,LEYDECKER RD,BETWEEN,,2-WAY,01/01/2000 12:00:00 AM,9450,,,"(42.82030471, -78.73534977)"
534625,ERIE,AMHERST,N FRENCH RD,SWEET HOME RD,RT 270 CAMPBELL BLVD,BETWEEN,,2-WAY,01/01/1976 12:00:00 AM,4100,,,"(43.034655, -78.785453)"
534138,ERIE,BUFFALO,CAZENOVIA ST,ABBOTT RD,S LEGION DR,BETWEEN,,2-WAY,01/01/2009 12:00:00 AM,8711,8517,193,"(42.84908458, -78.81145477)"
530473,ERIE,TONAWANDA,DELAWARE AVE,I-290 YOUNGMANN EXPWY,TONAWANDA S CITY LN,BETWEEN,,2-WAY,01/01/1976 12:00:00 AM,15000,,,"(43.00041506, -78.87512773)"
530049,ERIE,WEST SENECA,SENECA ST(RT 16),RT 78 TRANSIT RD,LEIN/CENTER RDS,BETWEEN,,2-WAY,01/01/1976 12:00:00 AM,7200,,,"(42.83031389, -78.70424151)"
530572,ERIE,AMHERST,YOUNGMANN EXPWY,RT 324 SHERIDAN DR,RT 5 MAIN ST,BETWEEN,,2-WAY,01/01/2012 12:00:00 AM,119913,,,"(42.96970002, -78.77164476)"
530274,ERIE,BOSTON,HERMAN HILL RD,RT 391 BOSTON STATE RD,ABBOTT RD,BETWEEN,,2-WAY,01/01/1993 12:00:00 AM,2000,,,"(42.688236, -78.773346)"
544204,NIAGARA,PORTER,RANSOMVILLE RD,YOUNGSTOWN RD,RT 18 LAKE RD,BETWEEN,,2-WAY,01/01/1977 12:00:00 AM,2100,,,"(43.2870377, -78.9097631)"
530300,ERIE,HAMBURG,CAMP RD,RT 20 SOUTHWESTERN BLVD,JCT NY950J CAMP RD,BETWEEN,,2-WAY,01/01/2013 12:00:00 AM,23040,,,"(42.763335, -78.863468)"
534041,ERIE,LANCASTER,AURORA ST,LANCASTER VILL LN,COMO PARK BLVD,BETWEEN,,2-WAY,01/01/2000 12:00:00 AM,8100,,,"(42.88754433, -78.67669791)"
530274,ERIE,BOSTON,HERMAN HILL RD,RT 391 BOSTON STATE RD,ABBOTT RD,BETWEEN,,2-WAY,01/01/1977 12:00:00 AM,1650,,,"(42.688236, -78.773346)"
533031,ERIE,WEST SENECA,I-90 @ EXIT 55 RIDGE RD,,,,CR 137 RIDGE RD WB TO US 219 NB (ON),RAMP,01/01/2011 12:00:00 AM,4941,4848,92,"(42.83029028, -78.7903297)"
541200,NIAGARA,WHEATFIELD,LOCKPORT AVE,CONNECTING BLVD,TOWNLINE RD,BETWEEN,,2-WAY,01/01/1988 12:00:00 AM,2200,,,"(43.05227729, -78.82392436)"
534996,ERIE,AMHERST,WILLOW RIDGE RD,RT 62 NF BLVD,CHESTNUT RIDGE RD,BETWEEN,,2-WAY,01/01/2004 12:00:00 AM,10900,,,"(43.01240239, -78.81792963)"
544246,NIAGARA,CAMBRIA,UPPER MTN RD,THRALL RD,RT 270 CAMBRIA-LOCKPORT TOWN LINE RD,BETWEEN,,2-WAY,01/01/1989 12:00:00 AM,3700,,,"(43.16988815, -78.76111239)"
549173,NIAGARA,NIAGARA FALLS,30TH ST,FERRY AVE,WALNUT AVE,BETWEEN,,1-WAY,01/01/2011 12:00:00 AM,1150,,,"(43.09191963, -79.02568415)"
534468,ERIE,ELMA,JAMISON RD,SCHULTZ RD,GIRDLE RD,BETWEEN,,2-WAY,01/01/2007 12:00:00 AM,4500,,,"(42.805089, -78.611787)"
534249,ERIE,BUFFALO,EAGLE ST (WEST),FRANKLIN ST,PEARL ST,BETWEEN,,2-WAY,01/01/2015 12:00:00 AM,3054,2604,449,"(42.88457283, -78.87640715)"
534220,ERIE,TONAWANDA,DELAWARE RD,HIGHLAND PKWY,RT 324 SHERIDAN DR,BETWEEN,,2-WAY,01/01/1983 12:00:00 AM,13100,,,"(42.97869499, -78.86770606)"
530266,ERIE,BUFFALO,NIAGARA THRUWAY,NIAGARA ST (N8),PORTER AV/PEACE BR (N9),BETWEEN,,2-WAY,01/01/1991 12:00:00 AM,69400,,,"(42.894595, -78.89411)"
530360,ERIE,"ORCHARD PARK,WEST SENECA",SOUTHERN EXPWY,RT 179 MILESTRIP RD,I-90 NYS THRUWAY,BETWEEN,,2-WAY,01/01/1992 12:00:00 AM,36600,,,"(42.79958876, -78.77701521)"
540501,NIAGARA,"LEWISTON, CAMBRIA",TOWN LINE RD,UPPER MTN RD,RT 104 RIDGE RD,BETWEEN,,2-WAY,01/01/2011 12:00:00 AM,3250,,,"(43.17906404, -78.88536036)"
534173,ERIE,BUFFALO,COLVIN AVE,HERTEL AV,KENMORE AV,BETWEEN,,2-WAY,01/01/1976 12:00:00 AM,15000,,,"(42.949665, -78.858929)"
536080,ERIE,HAMBURG,S CREEK RD E,OLD LAKEVIEW RD,SOUTH CREEK RD W,BETWEEN,,2-WAY,01/01/2010 12:00:00 AM,550,,,"(42.711875, -78.869033)"
540091,NIAGARA,"WILSON, NEWFANE",LAKE RD,RT425 WILSON,RT 78 OLCOTT,BETWEEN,,2-WAY,01/01/1975 12:00:00 AM,1450,,,"(43.32820982, -78.74412596)"
536133,ERIE,EDEN,NEW JERUSALEM RD,EVANS TOWN LN,US 62,BETWEEN,,2-WAY,01/01/2015 12:00:00 AM,715,,,"(42.639297, -78.914292)"
544086,NIAGARA,LOCKPORT,HINMAN RD,LOCKPORT CITY LN,BEAR RIDGE RD,BETWEEN,,2-WAY,01/01/2004 12:00:00 AM,3300,,,"(43.148035, -78.719938)"
540486,NIAGARA,CAMBRIA,SHAWNEE RD,RT 31 SAUNDERS SETTLEMENT RD,UPPER MT RD,BETWEEN,,2-WAY,01/01/2002 12:00:00 AM,2800,,,"(43.15607378, -78.84100467)"
544117,NIAGARA,LOCKPORT,LOCUST ST,BEATTIE AV,HAMM RD,BETWEEN,,2-WAY,01/01/2008 12:00:00 AM,3150,,,"(43.13779199, -78.68640482)"
530436,ERIE,TONAWANDA,SHERIDAN DR,PARKER BLVD,START OLAP RT 62 NF BLVD,BETWEEN,,2-WAY,01/01/1977 12:00:00 AM,26400,,,"(42.980759, -78.829908)"
534790,ERIE,BUFFALO,SMITH ST,I-190,EXCHANGE ST,BETWEEN,,2-WAY,01/01/1997 12:00:00 AM,9700,,,"(42.87291538, -78.84449691)"
536204,ERIE,LANCASTER,TOWNLINE RD,ALDEN/MARILLA TN LN,US 20,BETWEEN,,2-WAY,01/01/2000 12:00:00 AM,3800,,,"(42.87975759, -78.57781358)"
530161,ERIE,SARDINIA,SPRINGVILLE RD,RT 240 VAUGHN ST,START OLAP RT 16 OLEAN RD,BETWEEN,,2-WAY,01/01/1978 12:00:00 AM,2300,,,"(42.51578482, -78.55319291)"
537030,ERIE,NORTH COLLINS,SPRUCE ST,US 62 MAIN ST,THIEL RD,BETWEEN,,2-WAY,01/01/2009 12:00:00 AM,575,,,"(42.594311, -78.935792)"
530310,ERIE,AMHERST,MAIN ST,UNION RD,EVANS ST,BETWEEN,,2-WAY,01/01/2009 12:00:00 AM,34250,,,"(42.962862, -78.744802)"
544058,NIAGARA,PENDLETON,EAST CANAL RD,DONNER RD,ROBINSON RD,BETWEEN,,2-WAY,01/01/2011 12:00:00 AM,3377,3225,151,"(43.12872343, -78.72668088)"
534267,ERIE,AMHERST,EGGERT RD,RT 5 MAIN ST,RT 263 MILLERSPORT HWY,BETWEEN,,2-WAY,01/01/2002 12:00:00 AM,9600,,,"(42.96694151, -78.80392984)"
530317,ERIE,TONAWANDA,TWIN CITIES HWY,I-290 YOUNGMANN EXPWY,COLVIN BLVD,BETWEEN,,2-WAY,01/01/1993 12:00:00 AM,30600,,,"(43.001463, -78.85392)"
530281,ERIE,AMHERST,GROVER CLEVELAND HWY,RT 62 BAILEY AV,EGGERT RD,BETWEEN,,2-WAY,01/01/1978 12:00:00 AM,8250,,,"(42.96810048, -78.80932912)"
534472,ERIE,BUFFALO,JEFFERSON AVE,RT 16 SWAN ST,RT 354 CLINTON ST,BETWEEN,,2-WAY,01/01/2003 12:00:00 AM,5500,,,"(42.88109803, -78.85390878)"
540018,NIAGARA,LEWISTON,SAUNDERS SETTLEMENT RD,START OLAP RT 429 WARD RD,END RT 429 OLAP,BETWEEN,,2-WAY,01/01/1976 12:00:00 AM,8250,,,"(43.14328571, -78.88767242)"
534480,ERIE,EDEN,JENNINGS RD,EDEN/N COLLINS TOWN LN,E CHURCH ST,BETWEEN,,2-WAY,01/01/2004 12:00:00 AM,1200,,,"(42.615872, -78.871903)"
534684,ERIE,BUFFALO,PARKRIDGE AVE,KENSINGTON AV,E AMHERST ST,BETWEEN,,1-WAY,01/01/2015 12:00:00 AM,3135,3122,12,"(42.93689115, -78.82160425)"
530263,ERIE,CLARENCE/AMHERST,TRANSIT RD,N FRENCH RD,WOLCOTT RD,BETWEEN,,2-WAY,01/01/2008 12:00:00 AM,14700,,,"(43.04456235, -78.6969164)"
530354,ERIE,ELMA,CLINTON ST,BOWEN RD,TWO ROD RD (954G),BETWEEN,,2-WAY,01/01/1995 12:00:00 AM,5350,,,"(42.85610254, -78.59139841)"
530372,ERIE,CONCORD,GLEN-E CONC RD(240),CR27 ALLEN RD,FOOTE RD,BETWEEN,,2-WAY,01/01/2015 12:00:00 AM,2121,1976,144,"(42.5747852, -78.64214569)"
534163,ERIE,CHEEKTOWAGA,CLEVELAND DR,RT 240 HARLEM RD,I-90 NYS THRUWAY,BETWEEN,,2-WAY,01/01/2000 12:00:00 AM,9900,,,"(42.94500445, -78.77360076)"
530934,ERIE,CHEEKTOWAGA,WALDEN AVE,DICK RD,RT 78 TRANSIT RD,BETWEEN,,2-WAY,01/01/1982 12:00:00 AM,16500,,,"(42.909323, -78.713114)"
530125,ERIE,ELMA,AURORA EXPWY,MAPLE ST,JAMISON RD,BETWEEN,,2-WAY,01/01/2009 12:00:00 AM,24351,,,"(42.798793, -78.636062)"
540276,NIAGARA,WHEATFIELD,WARD RD,NIAGARA RD,LOCKPORT RD,BETWEEN,,2-WAY,01/01/2005 12:00:00 AM,9200,,,"(43.11138314, -78.88987452)"
540332,NIAGARA,ROYALTON,AKRON RD,AKRON RD,ERIE COUNTY LN,BETWEEN,,2-WAY,01/01/1987 12:00:00 AM,1400,,,"(43.09442183, -78.53757709)"
534810,ERIE,BUFFALO,W SWAN ST,FRANKLIN ST,MAIN ST,BETWEEN,,1-WAY,01/01/2010 12:00:00 AM,2874,2749,124,"(42.88213577, -78.87721181)"
534633,ERIE,AMHERST,NEW RD,RT 263 MILLERSPORT HWY,NIAGARA CO LN,BETWEEN,,2-WAY,01/01/2007 12:00:00 AM,3850,,,"(43.08574254, -78.72755259)"
539366,ERIE,BUFFALO,AMHERST ST EXIT,AMHERST ST W,TONAWANDA ST N,BETWEEN,,1-WAY,01/01/2011 12:00:00 AM,2475,,,"(42.9361371, -78.89860846)"
530216,ERIE,WEST SENECA,UNION RD,CAZENOVIA CREEK BRIDGE,SENECA ST,BETWEEN,,2-WAY,01/01/1997 12:00:00 AM,19600,,,"(42.82794158, -78.75343323)"
530921,ERIE,HAMBURG,BIG TREE RD,RT 62 SOUTH PARK AV,RT 20 SOUTHWESTERN BLVD,BETWEEN,,2-WAY,01/01/1986 12:00:00 AM,5600,,,"(42.77177819, -78.8230741)"
535198,ERIE,TONAWANDA,W MONMOUTH AVE,BELMONT AVE,END,BETWEEN,,2-WAY,01/01/2014 12:00:00 AM,206,,,"(42.981786, -78.852404)"
530263,ERIE,CLARENCE/AMHERST,TRANSIT RD,N FRENCH RD,WOLCOTT RD,BETWEEN,,2-WAY,01/01/1986 12:00:00 AM,9350,,,"(43.04456235, -78.6969164)"
544227,NIAGARA,NORTH TONAWANDA,SWEENEY ST,CLAIR AVE,ROBINSON ST,BETWEEN,,2-WAY,01/01/2001 12:00:00 AM,4300,,,"(43.03139413, -78.83010149)"
530053,ERIE,BUFFALO,WILLIAM ST,RT 5 ELLICOTT ST,MICHIGAN AV,BETWEEN,,2-WAY,01/01/2006 12:00:00 AM,4100,,,"(42.885335, -78.868822)"
530095,ERIE,HAMBURG,SOUTH PARK AVE,BIG TREE RD,RT 179 MILESTRIP RD,BETWEEN,,2-WAY,01/01/2001 12:00:00 AM,16400,,,"(42.781228, -78.823814)"
530167,ERIE,LANCASTER,GENESEE ST,RT 78 TRANSIT RD,HARRIS HILL RD,BETWEEN,,2-WAY,01/01/1976 12:00:00 AM,11100,,,"(42.94084975, -78.68515223)"
534344,ERIE,BUFFALO,FOREST AVE,ELMWOOD AV,LINCOLN PKWY,BETWEEN,,2-WAY,01/01/1993 12:00:00 AM,6200,,,"(42.927971, -78.874815)"
547037,NIAGARA,NORTH TONAWANDA,SOMMER ST,DEAD END,OLIVER ST,BETWEEN,,2-WAY,01/01/2013 12:00:00 AM,228,,,"(43.033872, -78.878836)"
540020,NIAGARA,NIAGARA,PACKARD RD,PORTER RD,RT 265 MILITARY RD,BETWEEN,,2-WAY,01/01/1988 12:00:00 AM,19500,,,"(43.10818355, -78.98675591)"
530470,ERIE,TONAWANDA,DELAWARE AVE,BRIGHTON RD,I-290 YOUNGMANN EXPWY,BETWEEN,,2-WAY,01/01/1994 12:00:00 AM,24400,,,"(42.99269065, -78.87410313)"
536200,ERIE,ALDEN,TOWNLINE RD,WALDEN AVE,NY 33,BETWEEN,,2-WAY,01/01/2011 12:00:00 AM,1200,,,"(42.94639157, -78.57649528)"
533190,ERIE,CHEEKTOWAGA,NY 33 @ PINE RIDGE RD / MARYVALE DR,,,,NY 33 EB (OFF) TO PINE RIDGE RD / MARYVALE DR,RAMP,01/01/2010 12:00:00 AM,5125,,,"(42.932593, -78.789734)"
530343,ERIE,HAMBURG,NYS THRUWAY,RT 75 CAMP RD (M57),RT 179 MILESTRIP RD (M56),BETWEEN,,2-WAY,01/01/1985 12:00:00 AM,22300,,,"(42.75750585, -78.82763386)"
530095,ERIE,HAMBURG,SOUTH PARK AVE,BIG TREE RD,RT 179 MILESTRIP RD,BETWEEN,,2-WAY,01/01/1979 12:00:00 AM,12300,,,"(42.781228, -78.823814)"
541111,NIAGARA,NIAGARA FALLS,WHIRLPOOL ST,CEDAR AV,RT 182 CLEVELAND AV,BETWEEN,,2-WAY,01/01/1998 12:00:00 AM,6100,,,"(43.10302743, -79.05565649)"
540421,NIAGARA,ROYALTON,S MAIN ST,RT 31 ROCHESTER RD/START OLAP RT 271 MAIN ST,END OLAP RT 271 MAIN ST,BETWEEN,,2-WAY,01/01/1978 12:00:00 AM,2800,,,"(43.20899788, -78.47652197)"
530947,ERIE,LANCASTER,WALDEN AVE,CENTRAL AV,CEMETERY RD,BETWEEN,,2-WAY,01/01/2014 12:00:00 AM,15853,,,"(42.91892106, -78.65208328)"
540101,NIAGARA,NIAGARA FALLS,PINE AVE,RT 104 MAIN ST,PORTAGE RD,BETWEEN,,2-WAY,01/01/1994 12:00:00 AM,16500,,,"(43.09462944, -79.05247808)"
532216,ERIE,LANCASTER,SOUTH POINT DR,ENCHANTED FOREST,AURORA RD,BETWEEN,,2-WAY,01/01/2013 12:00:00 AM,945,,,"(42.86432, -78.676584)"
544210,NIAGARA,NORTH TONAWANDA,ROBINSON ST,OLIVER ST,PAYNE AV,BETWEEN,,2-WAY,01/01/2015 12:00:00 AM,3949,3835,113,"(43.03295282, -78.8740173)"
540488,NIAGARA,CAMBRIA,CAMBRIA-WILSON RD,LOWER MOUNTAIN RD,RT 104 RIDGE RD,BETWEEN,,2-WAY,01/01/1997 12:00:00 AM,2750,,,"(43.19234523, -78.82349521)"
540037,NIAGARA,PORTER,LAKE RD,ROBERT MOSES PKWY,PORTER CENTER RD,BETWEEN,,2-WAY,01/01/1984 12:00:00 AM,1600,,,"(43.28164186, -78.96235049)"
530086,ERIE,CHEEKTOWAGA,KENSINGTON EXPWY,CAYUGA/DICK RD,AIRPORT W ENT,BETWEEN,,2-WAY,01/01/2007 12:00:00 AM,30200,,,"(42.92857254, -78.74027968)"
535398,ERIE,BUFFALO,SHIP CANAL PKWY,COMMERCE DR,TIFFT ST,BETWEEN,,2-WAY,01/01/2015 12:00:00 AM,1372,,,"(42.83936, -78.84841)"
536342,ERIE,CONCORD,ADAMS RD,TRANSIT LINE RD,SPRINGVILLE BOSTON RD,BETWEEN,,2-WAY,01/01/2011 12:00:00 AM,125,,,"(42.536267, -78.677465)"
